"","nlc2022_7class","T_MAPCODE","step_deg2","n"
"7467","5","FFs1","99",369134
"7468","6","FFs1","99",6
"7469","7","FFs1","99",3187
"7470","1","FFs10","99",2521578
"7471","2","FFs10","99",46343
"7472","3","FFs10","99",4948
"7473","4","FFs10","99",6315
"7474","5","FFs10","99",21315
"7475","6","FFs10","99",169
"7476","7","FFs10","99",25942
"7477","1","FFs11","99",1908781
"7478","2","FFs11","99",184784
"7479","3","FFs11","99",17530
"7480","4","FFs11","99",26128
"7481","5","FFs11","99",55076
"7482","6","FFs11","99",624
"7483","7","FFs11","99",92657
"7484","1","FFs12","99",2625944
"7485","2","FFs12","99",167368
"7486","3","FFs12","99",1008
"7487","4","FFs12","99",28460
"7488","5","FFs12","99",115106
"7489","6","FFs12","99",943
"7490","7","FFs12","99",9777
"7491","1","FFs13","99",1302066
"7492","2","FFs13","99",11488
"7493","3","FFs13","99",254
"7494","4","FFs13","99",570
"7495","5","FFs13","99",14092
"7496","6","FFs13","99",240
"7497","7","FFs13","99",22
"7498","1","FFs14","99",832101
"7499","2","FFs14","99",18680
"7500","3","FFs14","99",825
"7501","4","FFs14","99",1124
"7502","5","FFs14","99",24852
"7503","6","FFs14","99",603
"7504","7","FFs14","99",19085
"7505","1","FFs15","99",1579898
"7506","2","FFs15","99",21491
"7507","3","FFs15","99",601
"7508","4","FFs15","99",2059
"7509","5","FFs15","99",22035
"7510","6","FFs15","99",229
"7511","7","FFs15","99",1208
"7512","1","FFs16","99",2109574
"7513","2","FFs16","99",22446
"7514","3","FFs16","99",325
"7515","4","FFs16","99",1804
"7516","5","FFs16","99",6760
"7517","6","FFs16","99",20
"7518","7","FFs16","99",5818
"7519","1","FFs17","99",250821
"7520","2","FFs17","99",8996
"7521","3","FFs17","99",121
"7522","4","FFs17","99",1045
"7523","5","FFs17","99",5604
"7524","6","FFs17","99",199
"7525","7","FFs17","99",1896
"7526","1","FFs18","99",0
"7527","2","FFs18","99",0
"7528","3","FFs18","99",0
"7529","4","FFs18","99",0
"7530","5","FFs18","99",0
"7531","6","FFs18","99",0
"7532","7","FFs18","99",0
"7533","1","FFs19","99",1
"7534","2","FFs19","99",0
"7535","3","FFs19","99",0
"7536","4","FFs19","99",0
"7537","5","FFs19","99",0
"7538","6","FFs19","99",0
"7539","7","FFs19","99",0
"7540","1","FFs2","99",2343878
"7541","2","FFs2","99",248859
"7542","3","FFs2","99",3954
"7543","4","FFs2","99",15928
"7544","5","FFs2","99",741193
"7545","6","FFs2","99",447
"7546","7","FFs2","99",3837
"7547","1","FFs20","99",60
"7548","2","FFs20","99",10
"7549","3","FFs20","99",0
"7550","4","FFs20","99",2
"7551","5","FFs20","99",0
"7552","6","FFs20","99",0
"7553","7","FFs20","99",0
"7554","1","FFs21","99",0
"7555","2","FFs21","99",0
"7556","3","FFs21","99",0
"7557","4","FFs21","99",0
"7558","5","FFs21","99",0
"7559","6","FFs21","99",0
"7560","7","FFs21","99",0
"7561","1","FFs22","99",0
"7562","2","FFs22","99",0
"7563","3","FFs22","99",0
"7564","4","FFs22","99",0
"7565","5","FFs22","99",0
"7566","6","FFs22","99",0
"7567","7","FFs22","99",0
"7568","1","FFs23","99",363791
"7569","2","FFs23","99",116
"7570","3","FFs23","99",15
"7571","4","FFs23","99",85
"7572","5","FFs23","99",524
"7573","6","FFs23","99",0
"7574","7","FFs23","99",0
"7575","1","FFs24","99",468752
"7576","2","FFs24","99",935
"7577","3","FFs24","99",479
"7578","4","FFs24","99",582
"7579","5","FFs24","99",1133
"7580","6","FFs24","99",14
"7581","7","FFs24","99",0
"7582","1","FFs25","99",0
"7583","2","FFs25","99",0
"7584","3","FFs25","99",0
"7585","4","FFs25","99",0
"7586","5","FFs25","99",0
"7587","6","FFs25","99",0
"7588","7","FFs25","99",0
"7589","1","FFs26","99",0
"7590","2","FFs26","99",0
"7591","3","FFs26","99",0
"7592","4","FFs26","99",0
"7593","5","FFs26","99",0
"7594","6","FFs26","99",0
"7595","7","FFs26","99",0
"7596","1","FFs27","99",0
"7597","2","FFs27","99",0
"7598","3","FFs27","99",0
"7599","4","FFs27","99",0
"7600","5","FFs27","99",0
"7601","6","FFs27","99",0
"7602","7","FFs27","99",0
"7603","1","FFs28","99",0
"7604","2","FFs28","99",0
"7605","3","FFs28","99",0
"7606","4","FFs28","99",0
"7607","5","FFs28","99",0
"7608","6","FFs28","99",0
"7609","7","FFs28","99",0
"7610","1","FFs29","99",0
"7611","2","FFs29","99",0
"7612","3","FFs29","99",0
"7613","4","FFs29","99",0
"7614","5","FFs29","99",0
"7615","6","FFs29","99",0
"7616","7","FFs29","99",0
"7617","1","FFs3","99",1173438
"7618","2","FFs3","99",39729
"7619","3","FFs3","99",191
"7620","4","FFs3","99",1342
"7621","5","FFs3","99",29917
"7622","6","FFs3","99",0
"7623","7","FFs3","99",1061
"7624","1","FFs30","99",93705
"7625","2","FFs30","99",27
"7626","3","FFs30","99",13
"7627","4","FFs30","99",73
"7628","5","FFs30","99",0
"7629","6","FFs30","99",0
"7630","7","FFs30","99",0
"7631","1","FFs31","99",0
"7632","2","FFs31","99",0
"7633","3","FFs31","99",0
"7634","4","FFs31","99",0
"7635","5","FFs31","99",0
"7636","6","FFs31","99",0
"7637","7","FFs31","99",0
"7638","1","FFs32","99",885774
"7639","2","FFs32","99",126398
"7640","3","FFs32","99",75
"7641","4","FFs32","99",936
"7642","5","FFs32","99",356699
"7643","6","FFs32","99",0
"7644","7","FFs32","99",17
"7645","1","FFs4","99",5582047
"7646","2","FFs4","99",246274
"7647","3","FFs4","99",7110
"7648","4","FFs4","99",10278
"7649","5","FFs4","99",454509
"7650","6","FFs4","99",292
"7651","7","FFs4","99",8509
"7652","1","FFs5","99",2628026
"7653","2","FFs5","99",102723
"7654","3","FFs5","99",11893
"7655","4","FFs5","99",4898
"7656","5","FFs5","99",85424
"7657","6","FFs5","99",255
"7658","7","FFs5","99",6745
"7659","1","FFs6","99",926814
"7660","2","FFs6","99",45260
"7661","3","FFs6","99",1516
"7662","4","FFs6","99",5807
"7663","5","FFs6","99",74163
"7664","6","FFs6","99",402
"7665","7","FFs6","99",3120
"7666","1","FFs7","99",928035
"7667","2","FFs7","99",13348
"7668","3","FFs7","99",4666
"7669","4","FFs7","99",1238
"7670","5","FFs7","99",36793
"7671","6","FFs7","99",39
"7672","7","FFs7","99",1104
"7673","1","FFs8","99",788719
"7674","2","FFs8","99",3478
"7675","3","FFs8","99",507
"7676","4","FFs8","99",1138
"7677","5","FFs8","99",5215
"7678","6","FFs8","99",58
"7679","7","FFs8","99",196
"7680","1","FFs9","99",508355
"7681","2","FFs9","99",13369
"7682","3","FFs9","99",869
"7683","4","FFs9","99",18281
"7684","5","FFs9","99",373
"7685","6","FFs9","99",21
"7686","7","FFs9","99",7283
"7687","1","FFt1","99",0
"7688","2","FFt1","99",0
"7689","3","FFt1","99",0
"7690","4","FFt1","99",0
"7691","5","FFt1","99",0
"7692","6","FFt1","99",0
"7693","7","FFt1","99",0
"7694","1","FFt2","99",0
"7695","2","FFt2","99",0
"7696","3","FFt2","99",0
"7697","4","FFt2","99",0
"7698","5","FFt2","99",0
"7699","6","FFt2","99",0
"7700","7","FFt2","99",0
"7701","1","FOa1","99",333616
"7702","2","FOa1","99",26540
"7703","3","FOa1","99",1584
"7704","4","FOa1","99",560
"7705","5","FOa1","99",79034
"7706","6","FOa1","99",0
"7707","7","FOa1","99",11
"7708","1","FOa2","99",181906
"7709","2","FOa2","99",51175
"7710","3","FOa2","99",191
"7711","4","FOa2","99",3739
"7712","5","FOa2","99",11105
"7713","6","FOa2","99",38
"7714","7","FOa2","99",3215
"7715","1","FOa3","99",51338
"7716","2","FOa3","99",3267
"7717","3","FOa3","99",301
"7718","4","FOa3","99",4495
"7719","5","FOa3","99",50
"7720","6","FOa3","99",63
"7721","7","FOa3","99",5
"7722","1","FOz1","99",87094
"7723","2","FOz1","99",6870
"7724","3","FOz1","99",10
"7725","4","FOz1","99",18
"7726","5","FOz1","99",148
"7727","6","FOz1","99",0
"7728","7","FOz1","99",1792
"7729","1","FOz2","99",455865
"7730","2","FOz2","99",67844
"7731","3","FOz2","99",33
"7732","4","FOz2","99",351
"7733","5","FOz2","99",149
"7734","6","FOz2","99",2
"7735","7","FOz2","99",10863
"7736","1","FOz3","99",1207856
"7737","2","FOz3","99",364410
"7738","3","FOz3","99",99
"7739","4","FOz3","99",1585
"7740","5","FOz3","99",1136
"7741","6","FOz3","99",3
"7742","7","FOz3","99",20184
"7743","1","FOz4","99",721699
"7744","2","FOz4","99",231450
"7745","3","FOz4","99",39
"7746","4","FOz4","99",47
"7747","5","FOz4","99",1112
"7748","6","FOz4","99",0
"7749","7","FOz4","99",18733
"7750","1","FOz5","99",2291528
"7751","2","FOz5","99",157923
"7752","3","FOz5","99",347
"7753","4","FOz5","99",6381
"7754","5","FOz5","99",33561
"7755","6","FOz5","99",330
"7756","7","FOz5","99",5576
"7757","1","FOz6","99",21811
"7758","2","FOz6","99",944
"7759","3","FOz6","99",0
"7760","4","FOz6","99",322
"7761","5","FOz6","99",132
"7762","6","FOz6","99",0
"7763","7","FOz6","99",20
"7764","1","FOz7","99",1288038
"7765","2","FOz7","99",305768
"7766","3","FOz7","99",2048
"7767","4","FOz7","99",53455
"7768","5","FOz7","99",18747
"7769","6","FOz7","99",21408
"7770","7","FOz7","99",11664
"7771","1","FOz8","99",610378
"7772","2","FOz8","99",39951
"7773","3","FOz8","99",440
"7774","4","FOz8","99",6094
"7775","5","FOz8","99",6466
"7776","6","FOz8","99",0
"7777","7","FOz8","99",217
"7778","1","FOz9","99",203081
"7779","2","FOz9","99",336
"7780","3","FOz9","99",8
"7781","4","FOz9","99",3
"7782","5","FOz9","99",680
"7783","6","FOz9","99",0
"7784","7","FOz9","99",0
"7785","1","FRa1","99",436405
"7786","2","FRa1","99",203657
"7787","3","FRa1","99",19992
"7788","4","FRa1","99",74275
"7789","5","FRa1","99",505946
"7790","6","FRa1","99",642
"7791","7","FRa1","99",3185
"7792","1","FRa2","99",91513
"7793","2","FRa2","99",17204
"7794","3","FRa2","99",175
"7795","4","FRa2","99",3818
"7796","5","FRa2","99",44657
"7797","6","FRa2","99",0
"7798","7","FRa2","99",326
"7799","1","FRc1","99",32065
"7800","2","FRc1","99",32075
"7801","3","FRc1","99",664
"7802","4","FRc1","99",5997
"7803","5","FRc1","99",179677
"7804","6","FRc1","99",533
"7805","7","FRc1","99",1582
"7806","1","FRc2","99",57468
"7807","2","FRc2","99",37950
"7808","3","FRc2","99",380
"7809","4","FRc2","99",4815
"7810","5","FRc2","99",214633
"7811","6","FRc2","99",914
"7812","7","FRc2","99",3782
"7813","1","FRd1","99",493092
"7814","2","FRd1","99",26969
"7815","3","FRd1","99",1642
"7816","4","FRd1","99",905
"7817","5","FRd1","99",25627
"7818","6","FRd1","99",46
"7819","7","FRd1","99",542
"7820","1","FRd2","99",1413401
"7821","2","FRd2","99",18237
"7822","3","FRd2","99",690
"7823","4","FRd2","99",647
"7824","5","FRd2","99",14311
"7825","6","FRd2","99",14
"7826","7","FRd2","99",0
"7827","1","FRg1","99",632126
"7828","2","FRg1","99",46673
"7829","3","FRg1","99",103
"7830","4","FRg1","99",1537
"7831","5","FRg1","99",83342
"7832","6","FRg1","99",33
"7833","7","FRg1","99",0
"7834","1","FRg2","99",385136
"7835","2","FRg2","99",338007
"7836","3","FRg2","99",12449
"7837","4","FRg2","99",125564
"7838","5","FRg2","99",1490577
"7839","6","FRg2","99",2104
"7840","7","FRg2","99",24379
"7841","1","FRg3","99",47063
"7842","2","FRg3","99",519
"7843","3","FRg3","99",0
"7844","4","FRg3","99",17
"7845","5","FRg3","99",320
"7846","6","FRg3","99",0
"7847","7","FRg3","99",10
"7848","1","FRl1","99",0
"7849","2","FRl1","99",0
"7850","3","FRl1","99",0
"7851","4","FRl1","99",0
"7852","5","FRl1","99",0
"7853","6","FRl1","99",0
"7854","7","FRl1","99",0
"7855","1","FRs1","99",490173
"7856","2","FRs1","99",17060
"7857","3","FRs1","99",109
"7858","4","FRs1","99",284
"7859","5","FRs1","99",10324
"7860","6","FRs1","99",0
"7861","7","FRs1","99",326
"7862","1","FRs10","99",6320
"7863","2","FRs10","99",5854
"7864","3","FRs10","99",108
"7865","4","FRs10","99",49749
"7866","5","FRs10","99",0
"7867","6","FRs10","99",0
"7868","7","FRs10","99",1170
"7869","1","FRs11","99",383132
"7870","2","FRs11","99",243519
"7871","3","FRs11","99",60330
"7872","4","FRs11","99",35738
"7873","5","FRs11","99",2246295
"7874","6","FRs11","99",380
"7875","7","FRs11","99",14768
"7876","1","FRs12","99",488985
"7877","2","FRs12","99",322989
"7878","3","FRs12","99",4118
"7879","4","FRs12","99",39953
"7880","5","FRs12","99",4200490
"7881","6","FRs12","99",569
"7882","7","FRs12","99",11638
"7883","1","FRs13","99",771913
"7884","2","FRs13","99",483624
"7885","3","FRs13","99",2435
"7886","4","FRs13","99",23352
"7887","5","FRs13","99",4312906
"7888","6","FRs13","99",1250
"7889","7","FRs13","99",8264
"7890","1","FRs14","99",0
"7891","2","FRs14","99",0
"7892","3","FRs14","99",0
"7893","4","FRs14","99",0
"7894","5","FRs14","99",0
"7895","6","FRs14","99",0
"7896","7","FRs14","99",0
"7897","1","FRs15","99",0
"7898","2","FRs15","99",0
"7899","3","FRs15","99",0
"7900","4","FRs15","99",0
"7901","5","FRs15","99",0
"7902","6","FRs15","99",0
"7903","7","FRs15","99",0
"7904","1","FRs16","99",0
"7905","2","FRs16","99",0
"7906","3","FRs16","99",0
"7907","4","FRs16","99",0
"7908","5","FRs16","99",0
"7909","6","FRs16","99",0
"7910","7","FRs16","99",0
"7911","1","FRs17","99",0
"7912","2","FRs17","99",0
"7913","3","FRs17","99",0
"7914","4","FRs17","99",0
"7915","5","FRs17","99",0
"7916","6","FRs17","99",0
"7917","7","FRs17","99",0
"7918","1","FRs18","99",0
"7919","2","FRs18","99",0
"7920","3","FRs18","99",0
"7921","4","FRs18","99",0
"7922","5","FRs18","99",0
"7923","6","FRs18","99",0
"7924","7","FRs18","99",0
"7925","1","FRs19","99",0
"7926","2","FRs19","99",0
"7927","3","FRs19","99",0
"7928","4","FRs19","99",0
"7929","5","FRs19","99",0
"7930","6","FRs19","99",0
"7931","7","FRs19","99",0
"7932","1","FRs2","99",260834
"7933","2","FRs2","99",87975
"7934","3","FRs2","99",133
"7935","4","FRs2","99",4687
"7936","5","FRs2","99",192328
"7937","6","FRs2","99",65
"7938","7","FRs2","99",1016
"7939","1","FRs20","99",28514
"7940","2","FRs20","99",17496
"7941","3","FRs20","99",3407
"7942","4","FRs20","99",8886
"7943","5","FRs20","99",58146
"7944","6","FRs20","99",30
"7945","7","FRs20","99",955
"7946","1","FRs3","99",7870973
"7947","2","FRs3","99",88468
"7948","3","FRs3","99",8451
"7949","4","FRs3","99",6164
"7950","5","FRs3","99",68625
"7951","6","FRs3","99",570
"7952","7","FRs3","99",390
"7953","1","FRs4","99",528309
"7954","2","FRs4","99",210048
"7955","3","FRs4","99",19104
"7956","4","FRs4","99",29995
"7957","5","FRs4","99",440397
"7958","6","FRs4","99",78
"7959","7","FRs4","99",1448
"7960","1","FRs5","99",2997618
"7961","2","FRs5","99",82032
"7962","3","FRs5","99",1484
"7963","4","FRs5","99",2895
"7964","5","FRs5","99",6679
"7965","6","FRs5","99",267
"7966","7","FRs5","99",160
"7967","1","FRs6","99",3939610
"7968","2","FRs6","99",390352
"7969","3","FRs6","99",7348
"7970","4","FRs6","99",18631
"7971","5","FRs6","99",278007
"7972","6","FRs6","99",1483
"7973","7","FRs6","99",667
"7974","1","FRs7","99",2436284
"7975","2","FRs7","99",266918
"7976","3","FRs7","99",5291
"7977","4","FRs7","99",13917
"7978","5","FRs7","99",245029
"7979","6","FRs7","99",151
"7980","7","FRs7","99",508
"7981","1","FRs8","99",1541083
"7982","2","FRs8","99",371564
"7983","3","FRs8","99",15692
"7984","4","FRs8","99",41507
"7985","5","FRs8","99",613143
"7986","6","FRs8","99",3813
"7987","7","FRs8","99",37712
"7988","1","FRs9","99",1214363
"7989","2","FRs9","99",1035050
"7990","3","FRs9","99",40779
"7991","4","FRs9","99",324633
"7992","5","FRs9","99",9713382
"7993","6","FRs9","99",26400
"7994","7","FRs9","99",54817
"7995","1","FS1","99",589413
"7996","2","FS1","99",143247
"7997","3","FS1","99",72
"7998","4","FS1","99",16593
"7999","5","FS1","99",134317
"8000","6","FS1","99",1748
"8001","7","FS1","99",296
"8002","1","FS10","99",639190
"8003","2","FS10","99",4667
"8004","3","FS10","99",40
"8005","4","FS10","99",33825
"8006","5","FS10","99",140
"8007","6","FS10","99",226
"8008","7","FS10","99",0
"8009","1","FS11","99",98612
"8010","2","FS11","99",78
"8011","3","FS11","99",0
"8012","4","FS11","99",295
"8013","5","FS11","99",7
"8014","6","FS11","99",0
"8015","7","FS11","99",0
"8016","1","FS12","99",0
"8017","2","FS12","99",0
"8018","3","FS12","99",0
"8019","4","FS12","99",0
"8020","5","FS12","99",0
"8021","6","FS12","99",0
"8022","7","FS12","99",0
"8023","1","FS13","99",13
"8024","2","FS13","99",0
"8025","3","FS13","99",0
"8026","4","FS13","99",1
"8027","5","FS13","99",0
"8028","6","FS13","99",0
"8029","7","FS13","99",0
"8030","1","FS14","99",7
"8031","2","FS14","99",0
"8032","3","FS14","99",0
"8033","4","FS14","99",0
"8034","5","FS14","99",0
"8035","6","FS14","99",0
"8036","7","FS14","99",0
"8037","1","FS2","99",195998
"8038","2","FS2","99",79311
"8039","3","FS2","99",51
"8040","4","FS2","99",59288
"8041","5","FS2","99",404370
"8042","6","FS2","99",7353
"8043","7","FS2","99",780
"8044","1","FS3","99",1451901
"8045","2","FS3","99",779730
"8046","3","FS3","99",1877
"8047","4","FS3","99",72201
"8048","5","FS3","99",1773065
"8049","6","FS3","99",23211
"8050","7","FS3","99",6398
"8051","1","FS4","99",123878
"8052","2","FS4","99",18176
"8053","3","FS4","99",0
"8054","4","FS4","99",4301
"8055","5","FS4","99",6953
"8056","6","FS4","99",561
"8057","7","FS4","99",1
"8058","1","FS5","99",732489
"8059","2","FS5","99",52082
"8060","3","FS5","99",1687
"8061","4","FS5","99",47587
"8062","5","FS5","99",22974
"8063","6","FS5","99",3801
"8064","7","FS5","99",211
"8065","1","FS6","99",458431
"8066","2","FS6","99",32281
"8067","3","FS6","99",4495
"8068","4","FS6","99",467191
"8069","5","FS6","99",20403
"8070","6","FS6","99",12136
"8071","7","FS6","99",2392
"8072","1","FS7","99",93841
"8073","2","FS7","99",3486
"8074","3","FS7","99",70
"8075","4","FS7","99",10701
"8076","5","FS7","99",8889
"8077","6","FS7","99",0
"8078","7","FS7","99",0
"8079","1","FS9","99",64
"8080","2","FS9","99",0
"8081","3","FS9","99",0
"8082","4","FS9","99",4
"8083","5","FS9","99",0
"8084","6","FS9","99",0
"8085","7","FS9","99",0
"8086","1","Gd1","99",1273260
"8087","2","Gd1","99",25046
"8088","3","Gd1","99",3436
"8089","4","Gd1","99",7454
"8090","5","Gd1","99",33416
"8091","6","Gd1","99",13
"8092","7","Gd1","99",12686
"8093","1","Gd10","99",6881823
"8094","2","Gd10","99",672
"8095","3","Gd10","99",7613
"8096","4","Gd10","99",1531
"8097","5","Gd10","99",185354
"8098","6","Gd10","99",0
"8099","7","Gd10","99",0
"8100","1","Gd2","99",52408
"8101","2","Gd2","99",381
"8102","3","Gd2","99",116
"8103","4","Gd2","99",118
"8104","5","Gd2","99",557
"8105","6","Gd2","99",0
"8106","7","Gd2","99",143
"8107","1","Gd3","99",6023249
"8108","2","Gd3","99",444063
"8109","3","Gd3","99",43406
"8110","4","Gd3","99",38147
"8111","5","Gd3","99",860384
"8112","6","Gd3","99",1829
"8113","7","Gd3","99",4571
"8114","1","Gd4","99",14984181
"8115","2","Gd4","99",356418
"8116","3","Gd4","99",10219
"8117","4","Gd4","99",155674
"8118","5","Gd4","99",872233
"8119","6","Gd4","99",1007
"8120","7","Gd4","99",237845
"8121","1","Gd5","99",2790751
"8122","2","Gd5","99",77715
"8123","3","Gd5","99",9210
"8124","4","Gd5","99",120153
"8125","5","Gd5","99",85072
"8126","6","Gd5","99",245
"8127","7","Gd5","99",10940
"8128","1","Gd6","99",53907
"8129","2","Gd6","99",52
"8130","3","Gd6","99",1
"8131","4","Gd6","99",1
"8132","5","Gd6","99",114
"8133","6","Gd6","99",0
"8134","7","Gd6","99",1
"8135","1","Gd7","99",3364696
"8136","2","Gd7","99",1112
"8137","3","Gd7","99",629
"8138","4","Gd7","99",306
"8139","5","Gd7","99",358
"8140","6","Gd7","99",0
"8141","7","Gd7","99",136
"8142","1","Gd8","99",43231803
"8143","2","Gd8","99",60434
"8144","3","Gd8","99",116971
"8145","4","Gd8","99",11535
"8146","5","Gd8","99",7000923
"8147","6","Gd8","99",246
"8148","7","Gd8","99",1394
"8149","1","Gd9","99",4640508
"8150","2","Gd9","99",0
"8151","3","Gd9","99",577
"8152","4","Gd9","99",4258
"8153","5","Gd9","99",875484
"8154","6","Gd9","99",0
"8155","7","Gd9","99",0
"8156","1","Gh1","99",11251912
"8157","2","Gh1","99",194932
"8158","3","Gh1","99",30327
"8159","4","Gh1","99",34226
"8160","5","Gh1","99",204079
"8161","6","Gh1","99",1202
"8162","7","Gh1","99",11118
"8163","1","Gh10","99",14524885
"8164","2","Gh10","99",5303409
"8165","3","Gh10","99",251231
"8166","4","Gh10","99",670865
"8167","5","Gh10","99",43321065
"8168","6","Gh10","99",177300
"8169","7","Gh10","99",665268
"8170","1","Gh11","99",1042093
"8171","2","Gh11","99",236266
"8172","3","Gh11","99",6887
"8173","4","Gh11","99",76476
"8174","5","Gh11","99",908100
"8175","6","Gh11","99",1214
"8176","7","Gh11","99",37869
"8177","1","Gh12","99",552600
"8178","2","Gh12","99",107836
"8179","3","Gh12","99",2292
"8180","4","Gh12","99",60125
"8181","5","Gh12","99",27880
"8182","6","Gh12","99",65958
"8183","7","Gh12","99",7022
"8184","1","Gh13","99",5309907
"8185","2","Gh13","99",1227587
"8186","3","Gh13","99",14681
"8187","4","Gh13","99",298252
"8188","5","Gh13","99",2491963
"8189","6","Gh13","99",13156
"8190","7","Gh13","99",60023
"8191","1","Gh14","99",9189897
"8192","2","Gh14","99",2549670
"8193","3","Gh14","99",72209
"8194","4","Gh14","99",392339
"8195","5","Gh14","99",10600115
"8196","6","Gh14","99",59491
"8197","7","Gh14","99",104920
"8198","1","Gh15","99",13671891
"8199","2","Gh15","99",2366761
"8200","3","Gh15","99",33866
"8201","4","Gh15","99",1455509
"8202","5","Gh15","99",3632410
"8203","6","Gh15","99",52861
"8204","7","Gh15","99",282766
"8205","1","Gh2","99",14149873
"8206","2","Gh2","99",976068
"8207","3","Gh2","99",180909
"8208","4","Gh2","99",51015
"8209","5","Gh2","99",2459199
"8210","6","Gh2","99",2365
"8211","7","Gh2","99",88527
"8212","1","Gh3","99",30891981
"8213","2","Gh3","99",652608
"8214","3","Gh3","99",674722
"8215","4","Gh3","99",84717
"8216","5","Gh3","99",1073076
"8217","6","Gh3","99",11276
"8218","7","Gh3","99",92708
"8219","1","Gh4","99",23124637
"8220","2","Gh4","99",253565
"8221","3","Gh4","99",433609
"8222","4","Gh4","99",47326
"8223","5","Gh4","99",295492
"8224","6","Gh4","99",5245
"8225","7","Gh4","99",34770
"8226","1","Gh5","99",6442300
"8227","2","Gh5","99",749698
"8228","3","Gh5","99",41645
"8229","4","Gh5","99",676568
"8230","5","Gh5","99",4377549
"8231","6","Gh5","99",8396
"8232","7","Gh5","99",77963
"8233","1","Gh6","99",26224288
"8234","2","Gh6","99",2380217
"8235","3","Gh6","99",313550
"8236","4","Gh6","99",577627
"8237","5","Gh6","99",10096214
"8238","6","Gh6","99",84410
"8239","7","Gh6","99",356086
"8240","1","Gh7","99",3215905
"8241","2","Gh7","99",169745
"8242","3","Gh7","99",12017
"8243","4","Gh7","99",206245
"8244","5","Gh7","99",293452
"8245","6","Gh7","99",3191
"8246","7","Gh7","99",29427
"8247","1","Gh8","99",165463
"8248","2","Gh8","99",10648
"8249","3","Gh8","99",355
"8250","4","Gh8","99",8459
"8251","5","Gh8","99",13335
"8252","6","Gh8","99",524
"8253","7","Gh8","99",2393
"8254","1","Gh9","99",13269314
"8255","2","Gh9","99",1115895
"8256","3","Gh9","99",83696
"8257","4","Gh9","99",86687
"8258","5","Gh9","99",3024523
"8259","6","Gh9","99",36903
"8260","7","Gh9","99",68870
"8261","1","Gm1","99",7032737
"8262","2","Gm1","99",503185
"8263","3","Gm1","99",41956
"8264","4","Gm1","99",322839
"8265","5","Gm1","99",2717482
"8266","6","Gm1","99",2633
"8267","7","Gm1","99",49573
"8268","1","Gm10","99",457282
"8269","2","Gm10","99",351382
"8270","3","Gm10","99",10874
"8271","4","Gm10","99",1696769
"8272","5","Gm10","99",126217
"8273","6","Gm10","99",25129
"8274","7","Gm10","99",65267
"8275","1","Gm11","99",10521603
"8276","2","Gm11","99",3822869
"8277","3","Gm11","99",161697
"8278","4","Gm11","99",1319259
"8279","5","Gm11","99",9553619
"8280","6","Gm11","99",249241
"8281","7","Gm11","99",644208
"8282","1","Gm12","99",9268857
"8283","2","Gm12","99",6401882
"8284","3","Gm12","99",455138
"8285","4","Gm12","99",956065
"8286","5","Gm12","99",10900075
"8287","6","Gm12","99",1094963
"8288","7","Gm12","99",2853936
"8289","1","Gm13","99",5316003
"8290","2","Gm13","99",1378550
"8291","3","Gm13","99",36107
"8292","4","Gm13","99",180642
"8293","5","Gm13","99",2775290
"8294","6","Gm13","99",10972
"8295","7","Gm13","99",120089
"8296","1","Gm14","99",7375612
"8297","2","Gm14","99",673768
"8298","3","Gm14","99",48397
"8299","4","Gm14","99",38930
"8300","5","Gm14","99",941381
"8301","6","Gm14","99",1764
"8302","7","Gm14","99",296385
"8303","1","Gm15","99",4917678
"8304","2","Gm15","99",1196547
"8305","3","Gm15","99",14383
"8306","4","Gm15","99",329513
"8307","5","Gm15","99",1068554
"8308","6","Gm15","99",3895
"8309","7","Gm15","99",3011384
"8310","1","Gm16","99",13321789
"8311","2","Gm16","99",1702813
"8312","3","Gm16","99",54265
"8313","4","Gm16","99",454596
"8314","5","Gm16","99",2516971
"8315","6","Gm16","99",8077
"8316","7","Gm16","99",6077232
"8317","1","Gm17","99",2013106
"8318","2","Gm17","99",133724
"8319","3","Gm17","99",2375
"8320","4","Gm17","99",7751
"8321","5","Gm17","99",24051
"8322","6","Gm17","99",1275
"8323","7","Gm17","99",1046062
"8324","1","Gm19","99",2117275
"8325","2","Gm19","99",519839
"8326","3","Gm19","99",7354
"8327","4","Gm19","99",25696
"8328","5","Gm19","99",720951
"8329","6","Gm19","99",19901
"8330","7","Gm19","99",41145
"8331","1","Gm2","99",7046909
"8332","2","Gm2","99",42964
"8333","3","Gm2","99",41284
"8334","4","Gm2","99",128670
"8335","5","Gm2","99",2081104
"8336","6","Gm2","99",0
"8337","7","Gm2","99",1226
"8338","1","Gm20","99",45960
"8339","2","Gm20","99",967
"8340","3","Gm20","99",0
"8341","4","Gm20","99",625
"8342","5","Gm20","99",3193
"8343","6","Gm20","99",0
"8344","7","Gm20","99",101
"8345","1","Gm21","99",2981483
"8346","2","Gm21","99",301002
"8347","3","Gm21","99",39787
"8348","4","Gm21","99",80528
"8349","5","Gm21","99",436285
"8350","6","Gm21","99",5418
"8351","7","Gm21","99",33134
"8352","1","Gm22","99",880224
"8353","2","Gm22","99",209311
"8354","3","Gm22","99",989
"8355","4","Gm22","99",60383
"8356","5","Gm22","99",68900
"8357","6","Gm22","99",10551
"8358","7","Gm22","99",1117674
"8359","1","Gm23","99",1898995
"8360","2","Gm23","99",244641
"8361","3","Gm23","99",372
